        R                 Z              n_n_slow        n_n_thermal        n_n_total       izn_rate_slow    izn_rate_thermal   izn_rate_total  
           1.41110          -0.85738       1.02222E+09       3.83220E+13       3.83230E+13       3.17572E+12       1.19055E+17       1.19058E+17
           1.39558          -0.69142       5.79294E+03       8.41600E+12       8.41600E+12       1.01617E+07       1.47629E+16       1.47629E+16
           1.34646          -0.54960       1.25527E+00       3.47117E+12       3.47117E+12       1.18077E+03       3.26515E+15       3.26515E+15
           1.41743          -0.58198       3.37160E-03       2.41055E+12       2.41055E+12       3.22674E+00       2.30697E+15       2.30697E+15
           1.40706          -0.60022       8.23161E-02       2.99947E+12       2.99947E+12       8.53241E+01       3.10907E+15       3.10907E+15
           1.46332          -0.67565       9.84915E-01       5.12344E+12       5.12344E+12       1.44057E+03       7.49371E+15       7.49371E+15
           1.41061          -0.65523       3.75736E+01       5.23449E+12       5.23449E+12       5.29717E+04       7.37965E+15       7.37965E+15
           1.43210          -0.55526       2.47320E-05       1.72658E+12       1.72658E+12       2.07997E-02       1.45207E+15       1.45207E+15
           1.42530          -0.62256       2.93510E-01       3.44915E+12       3.44915E+12       3.44268E+02       4.04563E+15       4.04563E+15
           1.34449          -0.73409       3.13102E+07       1.99040E+13       1.99040E+13       5.28933E+10       3.36243E+16       3.36244E+16
           1.29313          -1.10612       7.45991E+13       1.91143E+14       2.65742E+14       9.51024E+17       2.43678E+18       3.38780E+18
           1.37590          -0.55162       6.07794E-02       2.69159E+12       2.69159E+12       5.78747E+01       2.56296E+15       2.56296E+15
           1.34117          -0.47011       8.97727E-03       2.21629E+12       2.21629E+12       7.34274E+00       1.81276E+15       1.81276E+15
           1.37886          -0.50249       1.67493E-04       1.71684E+12       1.71684E+12       1.28036E-01       1.31240E+15       1.31240E+15
           1.35784          -0.45022       1.17465E-04       1.61747E+12       1.61747E+12       8.73758E-02       1.20315E+15       1.20315E+15
           1.39469          -0.48075       2.22205E-06       1.25690E+12       1.25690E+12       1.54258E-03       8.72558E+14       8.72558E+14
           1.36278          -0.52542       1.37981E-02       2.40615E+12       2.40615E+12       1.17024E+01       2.04070E+15       2.04070E+15
           1.33254          -0.44104       1.72149E-03       2.02139E+12       2.02139E+12       1.26720E+00       1.48796E+15       1.48796E+15
           1.31928          -0.38107       1.04703E-03       1.91439E+12       1.91439E+12       7.68457E-01       1.40505E+15       1.40505E+15
           1.34944          -0.42264       2.44275E-05       1.49100E+12       1.49100E+12       1.65469E-02       1.00999E+15       1.00999E+15
           1.33659          -0.36549       1.56638E-05       1.44103E+12       1.44103E+12       1.06593E-02       9.80628E+14       9.80628E+14
           1.36617          -0.40478       3.66781E-07       1.11827E+12       1.11827E+12       2.30231E-04       7.01943E+14       7.01943E+14
           1.38273          -0.38731       5.82899E-09       8.57859E+11       8.57859E+11       3.38103E-06       4.97590E+14       4.97590E+14
           1.29698          -0.36468       1.17273E-02       2.34526E+12       2.34526E+12       8.43585E+00       1.68702E+15       1.68702E+15
           1.37430          -0.43108       1.64525E-06       1.20135E+12       1.20135E+12       1.12715E-03       8.23044E+14       8.23044E+14
           1.32430          -0.49086       7.48778E-01       3.09634E+12       3.09634E+12       6.78962E+02       2.80764E+15       2.80764E+15
           1.42225          -0.48193       1.12491E-07       1.02737E+12       1.02737E+12       7.76277E-05       7.08968E+14       7.08968E+14
           1.40708          -0.50394       8.38365E-06       1.37684E+12       1.37684E+12       6.33246E-03       1.03998E+15       1.03998E+15
           1.41027          -0.45984       3.17304E-08       9.43571E+11       9.43571E+11       2.02544E-05       6.02306E+14       6.02306E+14
           1.44643          -0.53041       2.27484E-07       1.28347E+12       1.28347E+12       1.70614E-04       9.62610E+14       9.62610E+14
           1.46044          -0.50693       2.54238E-09       9.87186E+11       9.87186E+11       1.73537E-06       6.73830E+14       6.73830E+14
           1.42559          -0.43951       4.85870E-10       7.29410E+11       7.29410E+11       2.85061E-07       4.27946E+14       4.27946E+14
           1.39910          -0.37012       9.73217E-11       6.70917E+11       6.70917E+11       5.21540E-08       3.59540E+14       3.59540E+14
           1.40664          -0.39415       3.85600E-10       7.08590E+11       7.08590E+11       2.24750E-07       4.13008E+14       4.13008E+14
           1.42249          -0.37613       6.34470E-12       5.59381E+11       5.59381E+11       3.41920E-09       3.01454E+14       3.01454E+14
           1.45545          -0.39993       1.34525E-13       4.65427E+11       4.65427E+11       6.71990E-11       2.32493E+14       2.32493E+14
           1.44065          -0.41958       7.91325E-12       5.77630E+11       5.77630E+11       4.27448E-09       3.12017E+14       3.12017E+14
           1.41530          -0.35314       1.67892E-12       5.31602E+11       5.31602E+11       8.34026E-10       2.64080E+14       2.64080E+14
           1.43814          -0.35830       1.07130E-13       4.46999E+11       4.46999E+11       5.36773E-11       2.23968E+14       2.23968E+14
           1.39057          -0.41243       2.44679E-08       9.11949E+11       9.11949E+11       1.54710E-05       5.76625E+14       5.76625E+14
           1.39163          -0.52706       6.77242E-04       1.89558E+12       1.89558E+12       5.70580E-01       1.59703E+15       1.59703E+15
           1.35377          -0.35020       2.44417E-07       1.10143E+12       1.10143E+12       1.54210E-04       6.94924E+14       6.94924E+14
           1.43715          -0.46063       1.61952E-09       7.89129E+11       7.89129E+11       1.02601E-06       4.99931E+14       4.99931E+14
           1.30725          -0.51228       6.89565E+01       4.40922E+12       4.40922E+12       6.94959E+04       4.44371E+15       4.44371E+15
           1.40588          -1.28002       1.36405E+15       3.46484E+14       1.71053E+15       8.57895E+18       2.17915E+18       1.07581E+19
           1.37083          -0.33514       3.98326E-09       8.56998E+11       8.56998E+11       2.32326E-06       4.99848E+14       4.99848E+14
           1.10695          -0.27097       1.24130E+14       6.70687E+13       1.91199E+14       1.29926E+17       7.02004E+16       2.00127E+17
           1.12586          -0.35250       1.61745E+13       2.90634E+13       4.52379E+13       1.83543E+16       3.29803E+16       5.13346E+16
           1.16274          -0.33399       4.42697E+09       1.53340E+13       1.53384E+13       5.33096E+12       1.84652E+16       1.84705E+16
           1.12649          -0.26400       3.35028E+12       2.42539E+13       2.76042E+13       4.21045E+15       3.04810E+16       3.46915E+16
           1.09665          -0.13765       1.55689E+14       5.41130E+13       2.09802E+14       1.57343E+17       5.46876E+16       2.12030E+17
           1.10931          -0.22522       2.23444E+13       2.87354E+13       5.10798E+13       2.58348E+16       3.32243E+16       5.90591E+16
           1.16271          -0.25036       9.72210E+08       1.36907E+13       1.36917E+13       1.12808E+12       1.58857E+16       1.58869E+16
           1.12801          -0.21962       4.78236E+11       2.09564E+13       2.14346E+13       5.99126E+14       2.62538E+16       2.68529E+16
           1.14450          -0.25713       6.10268E+10       1.81454E+13       1.82064E+13       8.03683E+13       2.38963E+16       2.39767E+16
           1.11615          -0.13480       4.61022E+12       2.54413E+13       3.00515E+13       5.76517E+15       3.18148E+16       3.75800E+16
           1.14462          -0.34313       3.06257E+11       2.05352E+13       2.08414E+13       3.82801E+14       2.56676E+16       2.60504E+16
           1.07063          -0.57740       4.18141E+14       2.58189E+14       6.76330E+14       3.78217E+17       2.33537E+17       6.11753E+17
           1.18094          -0.24366       1.55910E+07       1.01868E+13       1.01868E+13       1.63329E+10       1.06715E+16       1.06715E+16
           1.19913          -0.31605       9.52007E+05       8.42816E+12       8.42816E+12       9.34223E+08       8.27071E+15       8.27071E+15
           1.23540          -0.29701       2.22496E+02       4.69791E+12       4.69791E+12       1.84291E+05       3.89123E+15       3.89123E+15
           1.21729          -0.30676       1.44435E+04       6.27981E+12       6.27981E+12       1.29758E+07       5.64167E+15       5.64167E+15
           1.18095          -0.32501       6.40962E+07       1.13712E+13       1.13712E+13       6.91145E+10       1.22614E+16       1.22615E+16
           1.19915          -0.23696       2.57265E+05       7.63893E+12       7.63893E+12       2.46529E+08       7.32014E+15       7.32014E+15
           1.23554          -0.22306       7.39961E+01       4.34167E+12       4.34167E+12       6.11065E+04       3.58538E+15       3.58538E+15
           1.25347          -0.28690       3.49671E+00       3.53504E+12       3.53504E+12       2.68362E+03       2.71304E+15       2.71304E+15
           1.25370          -0.21582       1.28583E+00       3.30145E+12       3.30145E+12       9.88228E+02       2.53734E+15       2.53734E+15
           1.27150          -0.27666       5.63145E-02       2.67745E+12       2.67745E+12       4.01388E+01       1.90838E+15       1.90838E+15
           1.28947          -0.26646       9.28508E-04       2.03866E+12       2.03866E+12       6.16580E-01       1.35378E+15       1.35378E+15
           1.21736          -0.23013       4.32631E+03       5.74572E+12       5.74572E+12       3.84076E+06       5.10085E+15       5.10085E+15
           1.29083          -0.29939       6.15987E-03       2.23037E+12       2.23037E+12       4.46685E+00       1.61736E+15       1.61736E+15
           1.14611          -0.21408       7.77489E+09       1.59288E+13       1.59365E+13       9.36180E+12       1.91799E+16       1.91893E+16
           1.27294          -0.31109       3.88718E-01       2.94677E+12       2.94677E+12       3.03842E+02       2.30335E+15       2.30335E+15
           1.27184          -0.20853       2.26156E-02       2.52426E+12       2.52426E+12       1.62063E+01       1.80888E+15       1.80888E+15
           1.10198          -0.09161       2.86674E+13       2.95557E+13       5.82231E+13       3.31134E+16       3.41394E+16       6.72527E+16
           1.13412          -0.13196       9.06518E+10       1.91453E+13       1.92359E+13       1.19039E+14       2.51405E+16       2.52595E+16
           1.16433          -0.20860       1.25308E+08       1.19893E+13       1.19895E+13       1.34490E+11       1.28679E+16       1.28680E+16
           1.15232          -0.12914       1.55152E+09       1.45487E+13       1.45502E+13       1.79238E+12       1.68072E+16       1.68090E+16
           1.13559           0.07026       1.28407E+11       2.22481E+13       2.23765E+13       2.33054E+14       4.03796E+16       4.06126E+16
           1.12065          -0.09019       6.71791E+11       2.18443E+13       2.25161E+13       8.49149E+14       2.76114E+16       2.84605E+16
           1.17187           0.06161       3.79904E+07       1.24124E+13       1.24124E+13       5.42031E+10       1.77095E+16       1.77095E+16
           1.15694          -0.08737       2.02389E+08       1.26735E+13       1.26737E+13       2.18481E+11       1.36812E+16       1.36815E+16
           1.13873          -0.08877       1.17741E+10       1.67168E+13       1.67285E+13       1.43020E+13       2.03059E+16       2.03202E+16
           1.15372           0.06592       2.20631E+09       1.66061E+13       1.66083E+13       3.50908E+12       2.64116E+16       2.64151E+16
           1.17055          -0.12633       2.66111E+07       1.08988E+13       1.08989E+13       2.76913E+10       1.13412E+16       1.13412E+16
           1.11768           0.07460       6.65005E+12       3.29622E+13       3.96122E+13       1.07859E+16       5.34622E+16       6.42481E+16
           1.18879          -0.12354       4.67969E+05       8.21974E+12       8.21974E+12       4.43992E+08       7.79859E+15       7.79859E+15
           1.18255          -0.20316       2.05966E+06       8.99838E+12       8.99838E+12       2.00472E+09       8.75837E+15       8.75837E+15
           1.20704          -0.12074       8.37738E+03       6.21841E+12       6.21841E+12       7.33000E+06       5.44096E+15       5.44096E+15
           1.23721          -0.18641       1.03487E+01       3.89796E+12       3.89796E+12       7.92369E+03       2.98455E+15       2.98455E+15
           1.21900          -0.19213       5.94005E+02       5.12927E+12       5.12927E+12       4.90426E+05       4.23487E+15       4.23487E+15
           1.21167          -0.08317       1.13696E+03       5.51316E+12       5.51316E+12       9.38022E+05       4.54852E+15       4.54852E+15
           1.20821           0.05302       1.20684E+04       7.04986E+12       7.04986E+12       1.43436E+07       8.37891E+15       8.37891E+15
           1.19342          -0.08457       6.28329E+04       7.25498E+12       7.25498E+12       5.61170E+07       6.47953E+15       6.47953E+15
           1.24355          -0.11504       2.81475E+00       3.61057E+12       3.61057E+12       2.13102E+03       2.73352E+15       2.73352E+15
           1.27358          -0.17480       3.27353E-03       2.28899E+12       2.28899E+12       2.17634E+00       1.52179E+15       1.52179E+15
           1.22529          -0.11791       1.52429E+02       4.72430E+12       4.72430E+12       1.23832E+05       3.83796E+15       3.83796E+15
           1.26180          -0.11214       5.24583E-02       2.77442E+12       2.77442E+12       3.71223E+01       1.96333E+15       1.96333E+15
           1.25540          -0.18061       1.83144E-01       2.98041E+12       2.98041E+12       1.30440E+02       2.12273E+15       2.12273E+15
           1.17517          -0.08597       3.52969E+06       9.56807E+12       9.56807E+12       3.44435E+09       9.33674E+15       9.33675E+15
           1.20078          -0.19770       3.46825E+04       6.78322E+12       6.78322E+12       3.09881E+07       6.06065E+15       6.06065E+15
           1.19004           0.05731       6.70938E+05       9.34506E+12       9.34506E+12       8.68821E+08       1.21012E+16       1.21012E+16
           1.28996          -0.20127       4.00690E-04       1.94024E+12       1.94024E+12       2.68445E-01       1.29988E+15       1.29988E+15
           1.06477          -0.48704       5.24989E+14       2.28937E+14       7.53926E+14       4.20811E+17       1.83507E+17       6.04318E+17
           1.34941          -0.32206       4.71066E-08       1.03338E+12       1.03338E+12       2.71578E-05       5.95761E+14       5.95761E+14
           1.36667          -0.30826       8.09505E-10       8.09834E+11       8.09834E+11       4.32138E-07       4.32314E+14       4.32314E+14
           1.30739          -0.25636       1.56318E-05       1.56441E+12       1.56441E+12       9.69285E-03       9.70052E+14       9.70052E+14
           1.32641          -0.27642       1.65214E-06       1.31104E+12       1.31104E+12       1.03878E-03       8.24316E+14       8.24316E+14
           1.30805          -0.19404       7.17022E-06       1.50779E+12       1.50779E+12       4.48197E-03       9.42492E+14       9.42492E+14
           1.32527          -0.24636       2.70550E-07       1.21807E+12       1.21807E+12       1.55903E-04       7.01909E+14       7.01909E+14
           1.34309          -0.23643       4.80305E-09       9.59811E+11       9.59811E+11       2.56586E-06       5.12745E+14       5.12745E+14
           1.38382          -0.29458       1.42217E-11       6.40487E+11       6.40487E+11       7.04940E-09       3.17475E+14       3.17475E+14
           1.34410          -0.26511       2.81594E-08       1.02655E+12       1.02655E+12       1.64031E-05       5.97972E+14       5.97972E+14
           1.36172          -0.25390       4.88891E-10       8.10555E+11       8.10555E+11       2.64254E-07       4.38119E+14       4.38119E+14
           1.33204          -0.33602       2.84673E-06       1.33774E+12       1.33774E+12       1.76964E-03       8.31594E+14       8.31594E+14
           1.29175          -0.16900       5.89542E-05       1.76947E+12       1.76947E+12       3.66421E-02       1.09979E+15       1.09979E+15
           1.40086          -0.28101       2.51259E-13       5.09650E+11       5.09650E+11       1.16084E-10       2.35463E+14       2.35463E+14
           1.43131          -0.33631       2.93703E-14       4.25308E+11       4.25308E+11       1.35863E-11       1.96741E+14       1.96741E+14
           1.42118          -0.29082       1.95545E-14       4.26486E+11       4.26486E+11       9.19582E-12       2.00562E+14       2.00562E+14
           1.46274          -0.30294       8.67401E-18       2.77083E+11       2.77083E+11       3.55089E-15       1.13430E+14       1.13430E+14
           1.44712          -0.31959       5.12257E-16       3.42819E+11       3.42819E+11       2.21940E-13       1.48530E+14       1.48530E+14
           1.43768          -0.27622       3.26892E-16       3.40884E+11       3.40884E+11       1.44949E-13       1.51154E+14       1.51154E+14
           1.39675          -0.23168       1.47578E-13       5.12101E+11       5.12101E+11       6.95442E-11       2.41321E+14       2.41321E+14
           1.41777          -0.26751       4.39247E-15       4.07274E+11       4.07274E+11       1.90198E-12       1.76353E+14       1.76353E+14
           1.41414          -0.22064       2.47937E-15       4.07617E+11       4.07617E+11       1.10201E-12       1.81174E+14       1.81174E+14
           1.45123          -0.24065       1.16703E-18       2.58509E+11       2.58509E+11       4.56713E-16       1.01167E+14       1.01167E+14
           1.43457          -0.25406       7.40315E-17       3.25359E+11       3.25359E+11       3.02967E-14       1.33150E+14       1.33150E+14
           1.37927          -0.24277       8.53169E-12       6.43329E+11       6.43329E+11       4.29644E-09       3.23972E+14       3.23972E+14
           1.44866          -0.19863       5.71623E-19       2.53107E+11       2.53107E+11       2.33698E-16       1.03478E+14       1.03478E+14
           1.40454          -0.30549       1.14495E-12       5.34850E+11       5.34850E+11       5.75797E-10       2.68977E+14       2.68977E+14
           1.31456          -0.35021       1.79351E-04       1.76207E+12       1.76207E+12       1.19713E-01       1.17614E+15       1.17614E+15
           1.43144          -0.20962       3.93355E-17       3.22695E+11       3.22695E+11       1.66626E-14       1.36694E+14       1.36694E+14
           1.30991          -0.16323       1.07733E-06       1.38611E+12       1.38611E+12       6.23018E-04       8.01581E+14       8.01581E+14
           1.32612          -0.18686       1.30193E-07       1.18750E+12       1.18750E+12       7.55296E-05       6.88910E+14       6.88910E+14
           1.34416          -0.17971       2.37722E-09       9.41587E+11       9.41587E+11       1.28137E-06       5.07537E+14       5.07537E+14
           1.36086          -0.22656       8.63217E-11       7.61406E+11       7.61406E+11       4.28533E-08       3.77990E+14       3.77990E+14
           1.37857          -0.21675       1.54837E-12       6.06417E+11       6.06417E+11       7.16768E-10       2.80721E+14       2.80721E+14
           1.36217          -0.17259       4.30855E-11       7.49353E+11       7.49353E+11       2.16567E-08       3.76657E+14       3.76657E+14
           1.29830          -0.10634       1.84335E-05       1.67128E+12       1.67128E+12       1.14225E-02       1.03562E+15       1.03562E+15
           1.32805          -0.15748       1.99473E-08       1.09725E+12       1.09725E+12       1.06999E-05       5.88573E+14       5.88573E+14
           1.33480          -0.10057       6.62241E-09       1.05046E+12       1.05046E+12       3.54761E-06       5.62729E+14       5.62729E+14
           1.34618          -0.15175       3.69568E-10       8.73357E+11       8.73357E+11       1.84290E-07       4.35510E+14       4.35510E+14
           1.36429          -0.14604       6.75743E-12       6.97125E+11       6.97125E+11       3.14238E-09       3.24182E+14       3.24182E+14
           1.31655          -0.10345       3.49464E-07       1.32080E+12       1.32080E+12       2.01249E-04       7.60620E+14       7.60620E+14
           1.38016          -0.16549       7.64865E-13       5.97344E+11       5.97344E+11       3.59997E-10       2.81151E+14       2.81151E+14
           1.28005          -0.10924       9.80947E-04       2.14216E+12       2.14216E+12       6.50220E-01       1.41993E+15       1.41993E+15
           1.39812          -0.15841       1.30508E-14       4.75494E+11       4.75494E+11       5.79667E-12       2.11196E+14       2.11196E+14
           1.39622          -0.20697       2.72540E-14       4.83981E+11       4.83981E+11       1.18265E-11       2.10016E+14       2.10016E+14
           1.41603          -0.15134       2.08683E-16       3.75905E+11       3.75905E+11       8.83563E-14       1.59158E+14       1.59158E+14
           1.44877          -0.17779       1.01780E-19       2.37976E+11       2.37976E+11       3.85877E-17       9.02238E+13       9.02238E+13
           1.43133          -0.18750       7.19951E-18       3.04421E+11       3.04421E+11       2.82319E-15       1.19375E+14       1.19375E+14
           1.43391          -0.14429       3.03474E-18       2.93932E+11       2.93932E+11       1.24029E-15       1.20129E+14       1.20129E+14
           1.38954          -0.09195       3.90808E-14       5.33131E+11       5.33131E+11       1.72869E-11       2.35823E+14       2.35823E+14
           1.40045          -0.13465       2.03125E-15       4.43242E+11       4.43242E+11       8.36716E-13       1.82581E+14       1.82581E+14
           1.40777          -0.08909       6.31170E-16       4.21511E+11       4.21511E+11       2.66265E-13       1.77818E+14       1.77818E+14
           1.43650          -0.12330       4.43746E-19       2.72515E+11       2.72515E+11       1.68851E-16       1.03696E+14       1.03696E+14
           1.41849          -0.12897       3.17020E-17       3.49649E+11       3.49649E+11       1.24817E-14       1.37663E+14       1.37663E+14
           1.37130          -0.09482       2.25135E-12       6.69092E+11       6.69092E+11       1.05479E-09       3.13479E+14       3.13479E+14
           1.45173          -0.13724       3.91706E-20       2.27656E+11       2.27656E+11       1.55766E-17       9.05297E+13       9.05297E+13
