,R,Z,n_n_slow,n_n_thermal,n_n_total,izn_rate_slow,izn_rate_thermal,izn_rate_total
91,1.09733116667,-0.252139833333,9.02060607602e+18,1.412739731e+20,1.50294579176e+20,1.21739200995e+18,1.90658814514e+19,1.90658814514e+19
92,1.0961505,-0.0472488333332,5.60861076661e+18,8.38704352476e+19,8.94790460143e+19,6.57166357538e+17,9.82718015751e+18,9.82718015751e+18
93,1.092002,-0.171095166667,1.09655421956e+19,1.36208842147e+20,1.47174384343e+20,1.39252504844e+18,1.7297295576e+19,1.7297295576e+19
94,1.120227,-0.183717166667,2.91313625066e+17,1.62804022188e+19,1.65717158438e+19,2.02408060748e+19,1.13118109067e+21,1.13118109067e+21
95,1.102173,-0.0643976666666,1.72709424768e+18,4.30187313569e+19,4.47458256045e+19,1.25448483626e+20,3.12469028456e+21,3.12469028456e+21
96,1.11910508333,-0.0877064999999,1.2043553736e+17,1.25661695266e+19,1.26866050639e+19,5.65515146094e+18,5.90055007967e+20,5.90055007967e+20
97,1.102875,-0.1694695,4.2520993714e+18,8.52142780485e+19,8.94663774199e+19,5.25582945263e+17,1.05329549767e+19,1.05329549767e+19
98,1.1088645,-0.250852333333,3.35503595808e+18,8.78906431414e+19,9.12456790994e+19,4.37548860653e+17,1.1462306589e+19,1.1462306589e+19
99,1.11057433333,-0.0215709999999,4.40822571714e+17,1.58582245561e+19,1.62990471278e+19,3.15482752805e+19,1.13492290517e+21,1.13492290517e+21
100,1.12387033333,-0.228638833333,2.43805502564e+17,1.65878538506e+19,1.68316593531e+19,1.64246728377e+19,1.11748943198e+21,1.11748943198e+21
101,1.07291366667,-0.324435333333,6.74502770165e+19,1.39495525746e+20,2.06945802763e+20,1.2284577983e+18,2.54060285607e+18,2.54060285607e+18
102,1.13040466667,-0.389663833333,7.78629936431e+17,6.5295467704e+19,6.60740976404e+19,4.56505688625e+19,3.82823098029e+21,3.82823098029e+21
103,1.150991,-0.510378,3.7578337399e+17,1.06500899798e+20,1.06876683172e+20,1.67943133045e+19,4.75968231227e+21,4.75968231227e+21
104,1.15319288147,-0.275804154319,4.81127692986e+15,3.66369371752e+18,3.66850499445e+18,1.61283196707e+18,1.22814014477e+21,1.22814014477e+21
